ticker,date,open,high,low,close
UMA,2021-10-25,11.44,12.03,11.41,11.8
UMA,2021-10-26,11.8,12.34,11.7,11.71
UMA,2021-10-27,11.71,11.98,10.7,11.11
UMA,2021-10-28,11.11,11.52,10.72,11.31
UMA,2021-10-29,11.31,11.78,11.2,11.41
UMA,2021-10-30,11.41,11.57,10.79,11.3
UMA,2021-10-31,11.3,11.7,11.07,11.37
UMA,2021-11-01,11.37,12.36,11.03,12.33
UMA,2021-11-02,12.33,12.65,11.82,12.5
UMA,2021-11-03,12.5,12.57,11.72,12.09
UMA,2021-11-04,12.09,12.29,11.37,11.77
UMA,2021-11-05,11.77,12.99,11.65,12.15
UMA,2021-11-06,12.15,13.19,12.0,12.57
UMA,2021-11-07,12.57,21.83,12.54,16.1
UMA,2021-11-08,16.1,20.97,14.54,16.68
UMA,2021-11-09,16.68,17.4,15.37,15.41
UMA,2021-11-10,15.41,15.77,13.88,14.17
UMA,2021-11-11,14.17,19.54,13.92,19.53
UMA,2021-11-12,19.53,20.14,15.71,16.87
UMA,2021-11-13,16.87,17.97,15.79,16.0
UMA,2021-11-14,16.0,16.91,15.91,16.61
UMA,2021-11-15,16.61,24.38,16.32,20.61
UMA,2021-11-16,20.61,22.67,18.2,19.04
UMA,2021-11-17,19.04,19.84,18.18,18.76
UMA,2021-11-18,18.76,21.32,16.28,16.5
UMA,2021-11-19,16.5,17.86,16.45,17.28
UMA,2021-11-20,17.28,17.54,16.35,16.93
UMA,2021-11-21,16.93,16.95,16.16,16.31
UMA,2021-11-22,16.31,16.34,14.5,14.79
UMA,2021-11-23,14.79,15.3,14.38,14.82
UMA,2021-11-24,14.82,14.87,13.42,13.905
UMA,2021-11-25,13.917,14.723,13.329,14.581
UMA,2021-11-26,14.602,14.987,12.673,13.078
UMA,2021-11-27,13.061,14.001,12.875,14.0
UMA,2021-11-28,13.993,15.368,13.116,13.494
UMA,2021-11-29,13.489,14.15,13.272,13.623
UMA,2021-11-30,13.632,13.767,13.109,13.177
UMA,2021-12-01,13.184,13.459,12.735,12.876
UMA,2021-12-02,12.874,13.07,12.375,12.607
UMA,2021-12-03,12.569,12.88,11.644,11.929
UMA,2021-12-04,11.942,12.166,9.434,10.77
UMA,2021-12-05,10.826,11.292,9.996,10.212
UMA,2021-12-06,10.22,10.6,9.24,10.522
UMA,2021-12-07,10.52,10.781,10.232,10.281
UMA,2021-12-08,10.26,11.756,10.243,10.88
UMA,2021-12-09,10.88,11.007,9.775,10.08
UMA,2021-12-10,10.06,10.373,9.58,9.64
UMA,2021-12-11,9.58,10.04,9.42,9.81
UMA,2021-12-12,9.8,10.2,9.73,10.02
UMA,2021-12-13,10.02,10.12,8.88,9.06
UMA,2021-12-14,9.07,9.1,8.6,8.88
UMA,2021-12-15,8.87,9.86593,8.78839,9.18551
UMA,2021-12-16,9.18551,9.77986,9.06172,9.36381
UMA,2021-12-17,9.36381,9.52886,8.56743,8.96258
UMA,2021-12-18,8.96859,9.12165,8.72262,8.93057
UMA,2021-12-19,8.93146,9.67087,8.81464,9.2577
UMA,2021-12-20,9.26863,9.31065,8.31749,8.75863
UMA,2021-12-21,8.7595,9.33773,8.62559,9.19668
UMA,2021-12-22,9.19368,9.59584,8.94958,9.40176
UMA,2021-12-23,9.40476,10.049,9.19084,9.92396
UMA,2021-12-24,9.93497,10.5062,9.57879,9.61881
UMA,2021-12-25,9.61977,10.02,9.46173,9.71388
UMA,2021-12-26,9.69588,10.8094,9.52181,10.4262
UMA,2021-12-27,10.4082,11.2634,10.2211,11.2384
UMA,2021-12-28,11.2364,11.3104,9.39188,9.61596
UMA,2021-12-29,9.59096,9.983,9.26093,9.61392
UMA,2021-12-30,9.59296,9.60892,9.16192,9.25485
UMA,2021-12-31,9.28286,9.57792,8.60172,9.12991
UMA,2022-01-01,9.12691,9.498,9.07109,9.41288
UMA,2022-01-02,9.39488,10.065,9.18392,9.44489
UMA,2022-01-03,9.45089,9.54491,9.027,9.17792
UMA,2022-01-04,9.19108,9.436,8.9911,9.112
UMA,2022-01-05,9.12026,12.7987,8.75712,11.0629
UMA,2022-01-06,11.0689,12.0988,8.9982,9.87501
UMA,2022-01-07,9.88695,10.7119,9.02819,9.40706
UMA,2022-01-08,9.37706,10.091,8.69313,8.964
UMA,2022-01-09,8.963,9.273,8.783,8.989
UMA,2022-01-10,8.99,9.139,8.084,8.33
UMA,2022-01-11,8.303,8.71274,8.26,8.61786
UMA,2022-01-12,8.60186,8.96869,8.5077,8.86955
UMA,2022-01-13,8.87355,9.07663,8.34134,8.37519
UMA,2022-01-14,8.37835,8.63732,8.16508,8.42553
UMA,2022-01-15,8.42253,8.61631,8.28631,8.45923
UMA,2022-01-16,8.45422,8.59744,8.32833,8.41837
UMA,2022-01-17,8.42037,8.4994,7.98039,8.10924
UMA,2022-01-18,8.10924,8.34634,7.73632,7.90337
UMA,2022-01-19,7.90937,8.71962,7.56427,8.24847
UMA,2022-01-20,8.26148,8.53556,7.80978,7.85957
UMA,2022-01-21,7.83357,7.93159,6.31726,6.4863
UMA,2022-01-22,6.49195,6.82905,5.78516,5.9858
UMA,2022-01-23,5.9878,6.44493,5.96219,6.16923
UMA,2022-01-24,6.17185,6.38728,5.21204,5.88977
UMA,2022-01-25,5.90618,6.03602,5.69914,5.83291
UMA,2022-01-26,5.83091,6.34681,5.69785,5.76888
UMA,2022-01-27,5.76446,5.94797,5.43017,5.58279
UMA,2022-01-28,5.58223,6.27088,5.48464,5.96119
UMA,2022-01-29,5.95479,6.28188,5.84875,6.10383
UMA,2022-01-30,6.08182,6.18385,5.81933,5.86576
UMA,2022-01-31,5.87035,6.13368,5.64526,6.05302
UMA,2022-02-01,6.03441,6.18271,5.89353,5.97298
UMA,2022-02-02,5.98159,6.02061,5.42517,5.4984
UMA,2022-02-03,5.51096,5.84092,5.4007,5.66283
UMA,2022-02-04,5.66083,6.21048,5.60336,6.08887
UMA,2022-02-05,6.08486,6.71803,6.04162,6.30678
UMA,2022-02-06,6.31779,6.9935,6.20672,6.42957
UMA,2022-02-07,6.44658,6.8942,6.31205,6.68534
UMA,2022-02-08,6.68735,6.88751,6.27101,6.49984
UMA,2022-02-09,6.49584,6.74907,6.39011,6.71671
UMA,2022-02-10,6.72672,6.72672,6.29978,6.32643
UMA,2022-02-11,6.3348,6.46152,5.88877,5.90677
UMA,2022-02-12,5.91173,6.86343,5.84292,6.33216
UMA,2022-02-13,6.3318,6.60896,5.95297,6.0046
UMA,2022-02-14,6.0076,6.2121,5.90295,6.0096
UMA,2022-02-15,6.0076,6.43186,5.95557,6.37182
UMA,2022-02-16,6.36045,6.54993,6.16308,6.48624
UMA,2022-02-17,6.54292,6.78907,6.0052,6.04423
UMA,2022-02-18,6.04423,6.20872,5.78247,5.89795
UMA,2022-02-19,5.90954,6.09566,5.66383,5.71843
UMA,2022-02-20,5.70342,5.72443,5.18859,5.4077
UMA,2022-02-21,5.42071,5.67927,5.05902,5.05902
UMA,2022-02-22,5.05653,5.67584,4.75543,5.07754
UMA,2022-02-23,5.09706,5.46773,5.03452,5.07905
UMA,2022-02-24,5.07604,5.10706,4.32773,4.69288
UMA,2022-02-25,4.69241,4.97048,4.68941,4.96548
UMA,2022-02-26,4.95798,5.24462,4.89796,4.96699
UMA,2022-02-27,4.96048,5.0105,4.69335,4.8114
UMA,2022-02-28,4.80392,8.58329,4.65433,7.08283
UMA,2022-03-01,7.08683,13.2613,6.8084,9.24077
UMA,2022-03-02,9.23977,9.70691,8.14363,8.19764
UMA,2022-03-03,8.19746,11.3294,7.64229,9.53091
UMA,2022-03-04,9.54491,10.8833,8.89078,9.06972
UMA,2022-03-05,9.03271,10.115,8.85466,9.24877
UMA,2022-03-06,9.25177,9.44783,8.5117,8.74462
UMA,2022-03-07,8.75162,8.78263,7.66153,7.77233
UMA,2022-03-08,7.76233,8.46754,7.71377,7.78956
UMA,2022-03-09,7.79856,8.58472,7.78378,8.04161
UMA,2022-03-10,8.0448,8.45869,7.29292,7.44098
UMA,2022-03-11,7.43897,7.94438,7.03511,7.16343
UMA,2022-03-12,7.15143,9.354,7.06041,7.90179
UMA,2022-03-13,7.92338,8.30183,7.3312,7.37521
UMA,2022-03-14,7.36947,7.87157,7.25473,7.47449
UMA,2022-03-15,7.46549,8.75175,7.34247,7.58127
UMA,2022-03-16,7.58928,7.95038,7.49725,7.71631
UMA,2022-03-17,7.71331,7.98439,7.62805,7.8079
UMA,2022-03-18,7.81412,7.81491,7.49775,7.6068
UMA,2022-03-19,7.6108,7.85514,7.60804,7.66006
UMA,2022-03-20,7.67383,7.88773,7.48399,7.59003
UMA,2022-03-21,7.5978,7.86893,7.37895,7.6098
UMA,2022-03-22,7.61004,7.75287,7.57103,7.63782
UMA,2022-03-23,7.63682,7.72386,7.53501,7.62481
UMA,2022-03-24,7.62081,8.24112,7.58479,7.91496
UMA,2022-03-25,7.91295,7.93797,7.56378,7.6098
UMA,2022-03-26,7.6055,8.15526,7.57143,7.70708
UMA,2022-03-27,7.69284,8.35234,7.68707,7.84614
UMA,2022-03-28,7.85114,8.31298,7.82835,7.95318
UMA,2022-03-29,7.95397,8.18527,7.66807,7.82291
UMA,2022-03-30,7.82191,8.15107,7.78711,8.07342
UMA,2022-03-31,8.07281,8.88178,7.73155,7.86057
UMA,2022-04-01,7.85736,8.08504,7.60628,7.9894
UMA,2022-04-02,7.9894,8.37335,7.87136,7.98919
UMA,2022-04-03,7.9884,8.77151,7.80334,8.25047
UMA,2022-04-04,8.2543,8.35534,7.73755,8.06442
UMA,2022-04-05,8.07242,8.39552,7.87858,7.97659
UMA,2022-04-06,7.97659,8.0206,6.74967,7.10471
UMA,2022-04-07,7.093,8.05381,6.77368,7.41374
UMA,2022-04-08,7.41374,7.51375,7.0347,7.09384
UMA,2022-04-09,7.09084,7.47149,6.93308,7.21816
UMA,2022-04-10,7.21816,7.40322,7.10942,7.16043
UMA,2022-04-11,7.15972,7.16243,6.08983,6.09783
UMA,2022-04-12,6.09783,6.76635,6.06482,6.43493
UMA,2022-04-13,6.42893,6.71834,6.28989,6.54196
UMA,2022-04-14,6.54631,6.83105,6.27388,6.34163
UMA,2022-04-15,6.34427,6.60132,6.29363,6.40028
UMA,2022-04-16,6.39564,6.43029,6.30263,6.37728
UMA,2022-04-17,6.38364,6.54765,6.30363,6.33087
UMA,2022-04-18,6.34127,6.52696,5.95419,6.30189
UMA,2022-04-19,6.31289,6.54131,6.25625,6.39628
UMA,2022-04-20,6.39528,6.4953,6.29663,6.34727
UMA,2022-04-21,6.35327,6.57331,6.17762,6.17762
UMA,2022-04-22,6.18162,6.22962,5.94319,6.0396
UMA,2022-04-23,6.03421,6.81936,5.94859,6.23025
UMA,2022-04-24,6.22224,6.5243,6.06261,6.11022
UMA,2022-04-25,6.11122,6.13523,5.603,5.92118
UMA,2022-04-26,5.93119,6.27263,5.55256,5.63356
UMA,2022-04-27,5.639,5.81542,5.489,5.60456
UMA,2022-04-28,5.60456,5.72557,5.529,5.55056
UMA,2022-04-29,5.54955,5.60856,5.20452,5.21252
UMA,2022-04-30,5.212,6.85169,5.18552,5.39554
UMA,2022-05-01,5.374,6.28763,5.12951,5.194
UMA,2022-05-02,5.19852,5.80358,5.18352,5.32853
UMA,2022-05-03,5.332,5.63556,5.29594,5.35746
UMA,2022-05-04,5.36046,5.70043,5.316,5.627
UMA,2022-05-05,5.62831,5.71928,5.02899,5.15897
UMA,2022-05-06,5.15448,5.97081,5.07099,5.40246
UMA,2022-05-07,5.40446,5.65143,5.23595,5.23648
UMA,2022-05-08,5.23095,5.39484,5.04898,5.26442
UMA,2022-05-09,5.27242,5.37892,4.20816,4.30314
UMA,2022-05-10,4.31071,4.86554,3.9954,4.07637
UMA,2022-05-11,4.05738,4.29085,2.60328,2.75051
UMA,2022-05-12,2.75875,2.90616,2.08721,2.37357
UMA,2022-05-13,2.36935,3.52647,2.34764,3.04282
UMA,2022-05-14,3.04451,3.34065,2.67038,2.87697
UMA,2022-05-15,2.87297,3.33599,2.82076,3.08529
UMA,2022-05-16,3.0823,3.21849,2.84958,3.04204
UMA,2022-05-17,3.04404,3.70481,2.98552,3.26108
UMA,2022-05-18,3.27873,3.88195,2.95016,3.11195
UMA,2022-05-19,3.11694,3.32667,2.94816,3.14485
UMA,2022-05-20,3.14485,3.37594,2.95615,3.11395
UMA,2022-05-21,3.10727,4.20211,3.02237,3.39358
UMA,2022-05-22,3.39324,4.12704,3.30936,3.52277
UMA,2022-05-23,3.51677,3.84377,3.46484,3.55273
UMA,2022-05-24,3.54574,3.77684,3.28206,3.45051
UMA,2022-05-25,3.45151,3.71554,3.39027,3.42588
UMA,2022-05-26,3.43322,3.43622,2.98971,3.11288
UMA,2022-05-27,3.11498,3.28072,2.90209,3.04595
UMA,2022-05-28,3.05352,3.15633,3.02388,3.11146
UMA,2022-05-29,3.1096,3.33233,3.06586,3.16481
UMA,2022-05-30,3.16635,3.45773,3.15116,3.35785
UMA,2022-05-31,3.36744,3.55191,3.19204,3.27115
UMA,2022-06-01,3.27404,3.30455,3.01668,3.06604
UMA,2022-06-02,3.06296,3.18303,2.98841,3.13048
UMA,2022-06-03,3.13108,3.18024,2.97419,3.08092
UMA,2022-06-04,3.08022,3.13095,2.98378,3.05268
UMA,2022-06-05,3.04475,3.38099,3.02358,3.06515
UMA,2022-06-06,3.07111,3.17543,3.04916,3.09836
UMA,2022-06-07,3.0984,3.13749,2.95052,3.11145
UMA,2022-06-08,3.11142,3.13249,2.96486,3.00505
UMA,2022-06-09,3.00505,3.18242,2.93782,3.01047
UMA,2022-06-10,3.00644,3.02252,2.76312,2.82538
UMA,2022-06-11,2.8304,2.83659,2.50889,2.58607
UMA,2022-06-12,2.60006,2.60505,2.28974,2.39905
UMA,2022-06-13,2.39303,2.39303,1.88582,2.00321
UMA,2022-06-14,2.0122,3.63678,1.8613,2.9165
UMA,2022-06-15,2.9165,3.17095,2.30336,2.78182
UMA,2022-06-16,2.78282,3.1815,2.50299,2.69123
UMA,2022-06-17,2.69125,2.858,2.60235,2.6638
UMA,2022-06-18,2.671,2.74972,2.20575,2.33222
UMA,2022-06-19,2.33321,2.52197,2.28772,2.47178
UMA,2022-06-20,2.47403,2.54694,2.3799,2.46429
UMA,2022-06-21,2.45929,2.64788,2.40835,2.52322
UMA,2022-06-22,2.52447,2.53446,2.37962,2.41159
UMA,2022-06-23,2.41258,2.54265,2.38561,2.4958
UMA,2022-06-24,2.4976,3.21826,2.4965,2.86476
UMA,2022-06-25,2.85914,3.10885,2.68217,2.81003
UMA,2022-06-26,2.80701,3.06122,2.74932,2.7803
UMA,2022-06-27,2.77733,2.82422,2.63617,2.67921
UMA,2022-06-28,2.67926,2.84743,2.6099,2.62617
UMA,2022-06-29,2.62661,2.62734,2.51367,2.56329
UMA,2022-06-30,2.56352,2.57186,2.27746,2.40461
UMA,2022-07-01,2.40511,2.9237,2.39862,2.49745
UMA,2022-07-02,2.49425,2.55339,2.45889,2.51618
UMA,2022-07-03,2.51738,3.04384,2.48531,2.65405
UMA,2022-07-04,2.64612,2.89815,2.57958,2.71803
UMA,2022-07-05,2.71674,2.77097,2.58126,2.66736
UMA,2022-07-06,2.66726,2.70482,2.60907,2.62541
UMA,2022-07-07,2.62651,2.7216,2.61592,2.69378
UMA,2022-07-08,2.69358,2.76197,2.61217,2.6584
UMA,2022-07-09,2.65521,2.79902,2.63032,2.69698
UMA,2022-07-10,2.69641,2.78855,2.59664,2.62253
UMA,2022-07-11,2.62253,2.70438,2.54766,2.56319
UMA,2022-07-12,2.56319,2.5637,2.41748,2.45484
UMA,2022-07-13,2.45492,2.66983,2.38921,2.48806
UMA,2022-07-14,2.48876,2.60244,2.47377,2.55936
UMA,2022-07-15,2.55936,2.64927,2.55077,2.60062
UMA,2022-07-16,2.60052,2.73408,2.55893,2.64231
UMA,2022-07-17,2.64237,2.71759,2.61496,2.64021
UMA,2022-07-18,2.64037,2.79716,2.62201,2.69038
UMA,2022-07-19,2.68879,2.9258,2.68527,2.82125
UMA,2022-07-20,2.8209,2.93226,2.65225,2.71114
UMA,2022-07-21,2.7112,2.77742,2.56666,2.72285
UMA,2022-07-22,2.72298,2.75982,2.58551,2.63448
UMA,2022-07-23,2.6344,3.24019,2.60536,2.78453
UMA,2022-07-24,2.78528,3.07021,2.77453,2.85357
UMA,2022-07-25,2.85847,2.8847,2.6535,2.70142
UMA,2022-07-26,2.70054,2.70054,2.50095,2.56268
UMA,2022-07-27,2.5623,2.74055,2.54677,2.73536
UMA,2022-07-28,2.73536,2.90844,2.72285,2.86527
UMA,2022-07-29,2.8654,3.30139,2.84223,2.98342
UMA,2022-07-30,2.97719,3.15941,2.91547,2.96741
UMA,2022-07-31,2.96721,3.26792,2.9106,2.99059
UMA,2022-08-01,2.99012,3.03391,2.85963,2.92928
UMA,2022-08-02,2.92888,3.10388,2.86426,2.97751
UMA,2022-08-03,2.98657,3.1166,2.87472,3.02826
UMA,2022-08-04,3.0282,3.0282,2.93159,2.94772
UMA,2022-08-05,2.94759,3.0507,2.94515,3.03568
UMA,2022-08-06,3.03588,3.15614,3.00912,3.09101
UMA,2022-08-07,3.09148,3.09431,2.98112,3.05588
UMA,2022-08-08,3.05638,3.14183,3.01995,3.06397
UMA,2022-08-09,3.06397,3.09915,2.89315,2.94379
UMA,2022-08-10,2.94329,3.1201,2.88589,3.0903
UMA,2022-08-11,3.0896,3.15271,3.01969,3.02842
UMA,2022-08-12,3.02832,3.26877,2.9895,3.24289
UMA,2022-08-13,3.23439,4.22444,3.12337,3.90052
UMA,2022-08-14,3.91052,3.9914,3.37091,3.48408
UMA,2022-08-15,3.48404,3.57004,3.29503,3.32603
UMA,2022-08-16,3.32473,3.71859,3.24012,3.3624
UMA,2022-08-17,3.3629,3.64166,3.27853,3.27853
UMA,2022-08-18,3.28123,3.3433,3.16979,3.20583
UMA,2022-08-19,3.20332,3.21292,2.7575,2.79518
UMA,2022-08-20,2.79528,3.16238,2.79149,2.91007
UMA,2022-08-21,2.91694,2.94436,2.81973,2.89844
UMA,2022-08-22,2.89834,3.07952,2.7887,2.83579
UMA,2022-08-23,2.83587,3.25297,2.83587,2.97786
UMA,2022-08-24,2.9774,3.02412,2.90438,2.95477
UMA,2022-08-25,2.95454,3.14696,2.92055,2.93969
UMA,2022-08-26,2.93929,2.99067,2.76593,2.77318
UMA,2022-08-27,2.76958,2.78082,2.6045,2.65218
UMA,2022-08-28,2.65205,2.82432,2.64169,2.69507
UMA,2022-08-29,2.695,3.03087,2.59664,2.8531
UMA,2022-08-30,2.85373,2.90482,2.69622,2.75685
UMA,2022-08-31,2.75625,2.82784,2.72011,2.761
UMA,2022-09-01,2.76157,2.78968,2.66292,2.73784
UMA,2022-09-02,2.74284,2.84943,2.70516,2.73033
UMA,2022-09-03,2.73041,2.80428,2.715,2.722
UMA,2022-09-04,2.723,2.798,2.708,2.75
UMA,2022-09-05,2.72597,2.73187,2.67847,2.70087
UMA,2022-09-06,2.70177,2.8119,2.5236,2.5595
UMA,2022-09-07,2.559,2.6424,2.48243,2.62078
UMA,2022-09-08,2.6209,2.78952,2.55553,2.73804
UMA,2022-09-09,2.7344,2.80076,2.64012,2.76291
UMA,2022-09-10,2.76292,2.92883,2.72431,2.76793
UMA,2022-09-11,2.76963,2.93862,2.74399,2.74476
UMA,2022-09-12,2.74596,2.82314,2.72376,2.74325
UMA,2022-09-13,2.74342,2.96822,2.60773,2.62485
UMA,2022-09-14,2.62526,2.65985,2.5485,2.60795
UMA,2022-09-15,2.60795,2.62538,2.51475,2.56607
UMA,2022-09-16,2.56597,2.60667,2.492,2.55764
UMA,2022-09-17,2.56024,2.6071,2.54375,2.5867
UMA,2022-09-18,2.5868,2.61686,2.4153,2.4154
UMA,2022-09-19,2.4154,2.44639,2.32593,2.44499
UMA,2022-09-20,2.44474,2.44499,2.34163,2.34163
UMA,2022-09-21,2.3405,2.4429,2.3009,2.3009
UMA,2022-09-22,2.3008,2.4035,2.2813,2.3678
UMA,2022-09-23,2.36674,2.43286,2.30387,2.36066
UMA,2022-09-24,2.36103,2.45457,2.34469,2.37471
UMA,2022-09-25,2.37459,2.5534,2.3252,2.33988
UMA,2022-09-26,2.3398,2.4293,2.32755,2.3654
UMA,2022-09-27,2.3653,2.4537,2.3316,2.35726
UMA,2022-09-28,2.35716,2.3611,2.26065,2.3398
UMA,2022-09-29,2.34,2.346,2.2819,2.32353
UMA,2022-09-30,2.3233,2.3551,2.30547,2.326
UMA,2022-10-01,2.3267,2.40812,2.2885,2.3026
UMA,2022-10-02,2.3025,2.34703,2.25953,2.2788
UMA,2022-10-03,2.2787,2.29803,2.2366,2.28663
UMA,2022-10-04,2.28693,2.3215,2.27963,2.31559
UMA,2022-10-05,2.31559,2.40354,2.2701,2.29486
UMA,2022-10-06,2.29486,2.3392,2.28649,2.28651
UMA,2022-10-07,2.28631,2.33722,2.26222,2.29442
UMA,2022-10-08,2.29432,2.3057,2.27329,2.27331
UMA,2022-10-09,2.27269,2.31943,2.24322,2.27816
UMA,2022-10-10,2.27836,2.29406,2.22768,2.23618
UMA,2022-10-11,2.2369,2.2371,2.13594,2.13989
UMA,2022-10-12,2.1396,2.16686,2.12286,2.13486
UMA,2022-10-13,2.13489,2.46918,2.10008,2.22858
UMA,2022-10-14,2.22848,2.28488,2.16083,2.16224
UMA,2022-10-15,2.16149,2.18693,2.15751,2.17051
UMA,2022-10-16,2.1704,2.524,2.14546,2.28109
UMA,2022-10-17,2.27641,2.34198,2.20532,2.23584
UMA,2022-10-18,2.23597,2.32673,2.18517,2.20801
UMA,2022-10-19,2.20792,2.22049,2.15672,2.1653
UMA,2022-10-20,2.1655,2.25649,2.12925,2.14735
UMA,2022-10-21,2.14735,2.24057,2.11566,2.16977
UMA,2022-10-22,2.16975,2.19639,2.14009,2.15909
UMA,2022-10-23,2.15897,2.1776,2.14175,2.1599
UMA,2022-10-24,2.1624,2.20148,2.14564,2.15659
UMA,2022-10-25,2.15659,2.22493,2.14206,2.1931
UMA,2022-10-26,2.19505,2.24598,2.18425,2.20602
UMA,2022-10-27,2.20604,2.26713,2.18348,2.18665
UMA,2022-10-28,2.18673,2.25621,2.17347,2.22519
UMA,2022-10-29,2.22494,2.28739,2.21711,2.27142
UMA,2022-10-30,2.27134,2.28776,2.23348,2.24005
UMA,2022-10-31,2.24035,2.2729,2.20332,2.23197
UMA,2022-11-01,2.23197,2.25094,2.20986,2.21288
UMA,2022-11-02,2.21266,2.22972,2.13648,2.15637
UMA,2022-11-03,2.15637,2.40906,2.15289,2.25208
UMA,2022-11-04,2.2521,2.38275,2.23442,2.36719
UMA,2022-11-05,2.36737,2.48497,2.35441,2.39634
UMA,2022-11-06,2.3952,2.5195,2.34058,2.34459
UMA,2022-11-07,2.34446,2.34446,2.22742,2.23119
UMA,2022-11-08,2.23147,2.27714,1.83857,1.95735
UMA,2022-11-09,1.95745,1.99946,1.49714,1.53093
UMA,2022-11-10,1.52644,1.96038,1.51359,1.8276
UMA,2022-11-11,1.82763,2.10415,1.65783,1.74572
UMA,2022-11-12,1.72951,2.09722,1.71062,1.79746
UMA,2022-11-13,1.79676,1.90197,1.64179,1.65788
UMA,2022-11-14,1.64769,1.6916,1.57238,1.65678
UMA,2022-11-15,1.65633,1.72462,1.65543,1.68851
UMA,2022-11-16,1.68941,1.70901,1.64377,1.66387
UMA,2022-11-17,1.66623,1.67935,1.63809,1.65341
UMA,2022-11-18,1.65361,1.78883,1.6481,1.67307
UMA,2022-11-19,1.67297,1.7509,1.65523,1.68253
UMA,2022-11-20,1.68245,1.70197,1.59217,1.59258
UMA,2022-11-21,1.59319,1.5983,1.51961,1.54613
UMA,2022-11-22,1.54614,1.5998,1.49452,1.58436
UMA,2022-11-23,1.58416,1.70225,1.57603,1.67815
UMA,2022-11-24,1.67817,1.75701,1.6393,1.65821
UMA,2022-11-25,1.65821,1.67709,1.61001,1.64896
UMA,2022-11-26,1.64896,1.78248,1.64896,1.65103
UMA,2022-11-27,1.65103,1.77008,1.65103,1.70201
UMA,2022-11-28,1.70242,1.76389,1.61703,1.64408
UMA,2022-11-29,1.64406,1.6938,1.63443,1.66878
UMA,2022-11-30,1.66877,1.72827,1.66357,1.70787
UMA,2022-12-01,1.70795,1.76645,1.67513,1.711
UMA,2022-12-02,1.7111,1.74108,1.68117,1.7048
UMA,2022-12-03,1.7045,1.76481,1.68547,1.68687
UMA,2022-12-04,1.68727,1.78906,1.68207,1.70947
UMA,2022-12-05,1.70967,1.73853,1.70312,1.71005
UMA,2022-12-06,1.71013,2.24932,1.70475,1.97146
UMA,2022-12-07,1.9677,2.02066,1.78856,1.8095
UMA,2022-12-08,1.8104,1.88576,1.7307,1.76382
UMA,2022-12-09,1.76368,1.84022,1.734,1.73535
UMA,2022-12-10,1.73517,1.7687,1.73419,1.75096
UMA,2022-12-11,1.75096,1.7748,1.70497,1.70534
UMA,2022-12-12,1.70524,1.78274,1.65943,1.68605
UMA,2022-12-13,1.68664,1.70917,1.64214,1.68919
UMA,2022-12-14,1.68879,1.75624,1.6629,1.70052
UMA,2022-12-15,1.70102,1.70397,1.65387,1.66057
UMA,2022-12-16,1.66073,1.6755,1.53015,1.53091
UMA,2022-12-17,1.53015,1.84308,1.45597,1.63311
UMA,2022-12-18,1.63273,1.83662,1.58923,1.60361
UMA,2022-12-19,1.6041,1.61488,1.48366,1.48659
UMA,2022-12-20,1.48649,1.73463,1.48649,1.60276
UMA,2022-12-21,1.60276,1.6911,1.575,1.59708
UMA,2022-12-22,1.59676,1.62998,1.57067,1.59373
UMA,2022-12-23,1.59366,1.61183,1.58709,1.59252
UMA,2022-12-24,1.59244,1.66687,1.58943,1.6024
UMA,2022-12-25,1.60276,1.62837,1.57324,1.58179
UMA,2022-12-26,1.58221,1.61866,1.5739,1.58548
UMA,2022-12-27,1.58518,1.65212,1.57737,1.58387
UMA,2022-12-28,1.58397,1.58435,1.49106,1.49209
UMA,2022-12-29,1.49281,1.51176,1.47919,1.50502
UMA,2022-12-30,1.50474,1.52762,1.46905,1.48586
UMA,2022-12-31,1.48474,1.53766,1.48254,1.49425
UMA,2023-01-01,1.49394,1.55203,1.48498,1.50211
UMA,2023-01-02,1.5021,1.53049,1.48939,1.51313
UMA,2023-01-03,1.513,1.53561,1.50622,1.51721
UMA,2023-01-04,1.51751,1.58743,1.51751,1.54239
UMA,2023-01-05,1.54219,1.56803,1.5307,1.54376
UMA,2023-01-06,1.54354,1.55759,1.49917,1.54122
UMA,2023-01-07,1.54152,1.6078,1.54087,1.54303
UMA,2023-01-08,1.54304,1.56415,1.54075,1.56401
UMA,2023-01-09,1.56451,1.7692,1.56451,1.64708
UMA,2023-01-10,1.648,1.91279,1.61855,1.73774
UMA,2023-01-11,1.73588,1.77998,1.66035,1.68445
UMA,2023-01-12,1.6844,1.73836,1.6649,1.72489
UMA,2023-01-13,1.72456,1.78511,1.71425,1.75606
UMA,2023-01-14,1.75634,1.91037,1.75634,1.86179
UMA,2023-01-15,1.86149,1.88225,1.78516,1.84343
UMA,2023-01-16,1.84343,2.04294,1.81159,1.89574
UMA,2023-01-17,1.89604,2.00094,1.87755,1.88371
UMA,2023-01-18,1.88321,1.96458,1.74146,1.78851
UMA,2023-01-19,1.78841,1.851,1.78466,1.82283
UMA,2023-01-20,1.82325,1.93149,1.8198,1.92993
UMA,2023-01-21,1.92963,2.08391,1.90528,1.95811
UMA,2023-01-22,1.95999,2.05923,1.91929,1.94129
UMA,2023-01-23,1.94159,2.00606,1.94087,1.9959
UMA,2023-01-24,1.99608,2.29175,1.98102,2.08058
UMA,2023-01-25,2.08056,2.25022,1.9791,2.03533
UMA,2023-01-26,2.04635,2.09729,2.03472,2.05376
