ticker,date,open,high,low,close
TUSD,2019-01-12,1.01,1.02,1.01,1.01
TUSD,2019-01-13,1.01,1.03,1.0,1.01
TUSD,2019-01-14,1.01,1.02,1.0,1.01
TUSD,2019-01-15,1.01,1.02,0.998,1.01
TUSD,2019-01-16,1.01,1.03,0.9997,1.01
TUSD,2019-01-17,1.01,1.02,0.999,1.01
TUSD,2019-01-18,1.01,1.01,0.999,1.0
TUSD,2019-01-19,1.0,1.03,0.999,1.01
TUSD,2019-01-20,1.01,1.02,0.9427,1.0
TUSD,2019-01-21,1.0,1.02,0.999,1.01
TUSD,2019-01-22,1.01,1.02,0.9982,1.01
TUSD,2019-01-23,1.01,1.01,1.01,1.01
TUSD,2019-01-24,1.01,1.01,1.0,1.01
TUSD,2019-01-25,1.01,1.02,1.0,1.01
TUSD,2019-01-26,1.01,1.01,0.999,0.999
TUSD,2019-01-27,0.999,1.01,0.999,1.01
TUSD,2019-01-28,1.01,1.02,1.0,1.01
TUSD,2019-01-29,1.01,1.01,0.999,1.01
TUSD,2019-01-30,1.01,1.03,1.0,1.01
TUSD,2019-01-31,1.01,1.02,1.01,1.01
TUSD,2019-02-01,1.01,1.02,0.9992,1.01
TUSD,2019-02-02,1.01,1.02,1.0,1.01
TUSD,2019-02-03,1.01,1.02,1.01,1.01
TUSD,2019-02-04,1.01,1.02,0.999,1.01
TUSD,2019-02-05,1.01,1.01,0.998,1.0
TUSD,2019-02-06,1.0,1.01,0.9967,1.01
TUSD,2019-02-07,1.01,1.01,1.0,1.0
TUSD,2019-02-08,1.0,1.04,0.9972,0.999
TUSD,2019-02-09,0.999,1.03,0.999,1.02
TUSD,2019-02-10,1.02,1.02,1.01,1.02
TUSD,2019-02-11,1.02,1.03,0.999,1.01
TUSD,2019-02-12,1.01,1.02,1.0,1.0
TUSD,2019-02-13,1.0,1.02,1.0,1.01
TUSD,2019-02-14,1.01,1.02,0.998,1.01
TUSD,2019-02-15,1.01,1.02,1.01,1.01
TUSD,2019-02-16,1.01,1.02,0.998,1.01
TUSD,2019-02-17,1.01,1.02,0.999,0.999
TUSD,2019-02-18,0.999,1.02,0.998,1.01
TUSD,2019-02-19,1.01,1.01,0.998,1.01
TUSD,2019-02-20,1.01,1.02,0.998,1.01
TUSD,2019-02-21,1.01,1.02,0.998,1.01
TUSD,2019-02-22,1.01,1.02,0.998,1.02
TUSD,2019-02-23,1.02,1.05,1.01,1.01
TUSD,2019-02-24,1.01,1.02,0.998,0.999
TUSD,2019-02-25,0.999,1.02,0.999,1.01
TUSD,2019-02-26,1.01,1.01,0.998,1.01
TUSD,2019-02-27,1.01,1.02,0.9837,1.02
TUSD,2019-02-28,1.02,1.03,1.01,1.01
TUSD,2019-03-01,1.01,1.02,1.0,1.01
TUSD,2019-03-02,1.01,1.02,1.0,1.0
TUSD,2019-03-03,1.0,1.02,0.999,1.01
TUSD,2019-03-04,1.01,1.02,0.999,1.01
TUSD,2019-03-05,1.01,1.02,1.0,1.0
TUSD,2019-03-06,1.0,1.01,1.0,1.0
TUSD,2019-03-07,1.0,1.02,0.999,0.999
TUSD,2019-03-08,0.999,1.02,0.998,1.0
TUSD,2019-03-09,1.0,1.02,1.0,1.01
TUSD,2019-03-10,1.01,1.02,0.999,1.01
TUSD,2019-03-11,1.01,1.02,0.998,1.01
TUSD,2019-03-12,1.01,1.02,0.998,1.01
TUSD,2019-03-13,1.01,1.01,1.0,1.01
TUSD,2019-03-14,1.01,1.04,1.0,1.01
TUSD,2019-03-15,1.01,1.03,1.0,1.01
TUSD,2019-03-16,1.01,1.06,1.0,1.01
TUSD,2019-03-17,1.01,1.05,1.0,1.01
TUSD,2019-03-18,1.01,1.02,0.9272,1.01
TUSD,2019-03-19,1.01,1.01,0.9993,1.0
TUSD,2019-03-20,1.0,1.04,0.928,1.01
TUSD,2019-03-21,1.01,1.05,0.9339,1.01
TUSD,2019-03-22,1.01,1.02,1.0,1.01
TUSD,2019-03-23,1.0,1.01,1.0,1.01
TUSD,2019-03-24,1.01,1.01,1.0,1.01
TUSD,2019-03-25,1.01,1.01,1.0,1.01
TUSD,2019-03-26,1.01,1.01,1.0,1.01
TUSD,2019-03-27,1.01,1.02,0.9907,1.01
TUSD,2019-03-28,1.0,1.01,1.0,1.01
TUSD,2019-03-29,1.01,1.01,1.0,1.0
TUSD,2019-03-30,1.0,1.02,1.0,1.01
TUSD,2019-03-31,1.01,1.01,1.0,1.01
TUSD,2019-04-01,1.01,1.02,1.0,1.01
TUSD,2019-04-02,1.01,1.03,0.9901,1.0
TUSD,2019-04-03,1.0,1.02,0.9901,1.0
TUSD,2019-04-04,1.0,1.01,0.9901,1.0
TUSD,2019-04-05,1.0,1.01,0.9937,1.0
TUSD,2019-04-06,1.0,1.02,0.9938,1.0
TUSD,2019-04-07,1.0,1.02,0.988,1.01
TUSD,2019-04-08,1.01,1.01,0.9901,0.999
TUSD,2019-04-09,0.999,1.01,0.9901,1.0
TUSD,2019-04-10,1.0,1.01,0.9729,1.0
TUSD,2019-04-11,1.0,1.01,0.9847,0.9999
TUSD,2019-04-12,1.0,1.01,0.9951,1.0
TUSD,2019-04-13,1.0,1.01,0.9979,1.0
TUSD,2019-04-14,1.0,1.01,0.9992,1.0
TUSD,2019-04-15,1.0,1.01,0.9905,1.0
TUSD,2019-04-16,1.0,1.01,0.9901,1.0
TUSD,2019-04-17,1.0,1.01,0.9901,1.0
TUSD,2019-04-18,1.0,1.01,0.9957,1.0
TUSD,2019-04-19,1.0,1.01,0.9901,1.0
TUSD,2019-04-20,1.0,1.01,0.9901,1.0
TUSD,2019-04-21,1.0,1.01,0.9922,0.9933
TUSD,2019-04-22,0.9931,1.01,0.9931,1.0
TUSD,2019-04-23,1.0,1.01,0.9901,1.0
TUSD,2019-04-24,1.0,1.01,0.9901,1.0
TUSD,2019-04-25,1.0,1.01,0.9901,1.0
TUSD,2019-04-26,1.0,1.04,0.9947,1.04
TUSD,2019-04-27,1.04,1.04,1.02,1.03
TUSD,2019-04-28,1.03,1.04,1.01,1.03
TUSD,2019-04-29,1.03,1.04,1.01,1.03
TUSD,2019-04-30,1.03,1.04,1.01,1.01
TUSD,2019-05-01,1.01,1.03,1.01,1.03
TUSD,2019-05-02,1.03,1.03,1.01,1.02
TUSD,2019-05-03,1.02,1.03,1.01,1.02
TUSD,2019-05-04,1.02,1.03,1.01,1.01
TUSD,2019-05-05,1.01,1.02,1.01,1.01
TUSD,2019-05-06,1.01,1.02,1.01,1.01
TUSD,2019-05-07,1.01,1.02,1.01,1.01
TUSD,2019-05-08,1.01,1.02,1.0,1.02
TUSD,2019-05-09,1.02,1.02,1.0,1.01
TUSD,2019-05-10,1.01,1.02,0.9965,1.01
TUSD,2019-05-11,1.01,1.01,0.9922,1.0
TUSD,2019-05-12,1.0,1.01,0.9901,1.0
TUSD,2019-05-13,1.0,1.01,0.9901,0.9901
TUSD,2019-05-14,0.9901,1.01,0.9901,1.0
TUSD,2019-05-15,1.0,1.01,1.0,1.0
TUSD,2019-05-16,1.0,1.01,0.9936,1.0
TUSD,2019-05-17,1.0,1.05,1.0,1.0
TUSD,2019-05-18,1.0,1.01,0.991,0.9994
TUSD,2019-05-19,0.999,1.0,0.9901,1.0
TUSD,2019-05-20,1.0,1.0,0.9901,0.9901
TUSD,2019-05-21,0.9901,1.0,0.9901,0.9901
TUSD,2019-05-22,0.9901,1.0,0.9901,1.0
TUSD,2019-05-23,1.0,1.0,0.9901,1.0
TUSD,2019-05-24,1.0,1.0,0.9901,0.9901
TUSD,2019-05-25,0.9901,1.01,0.9901,0.999
TUSD,2019-05-26,0.999,1.0,0.9804,0.9901
TUSD,2019-05-27,0.9901,1.0,0.9901,1.0
TUSD,2019-05-28,1.0,1.01,0.9901,1.0
TUSD,2019-05-29,1.0,1.01,0.9965,1.0
TUSD,2019-05-30,1.0,1.01,0.9901,1.0
TUSD,2019-05-31,1.0,1.01,0.9941,0.9975
TUSD,2019-06-01,0.9975,1.01,0.9907,1.0
TUSD,2019-06-02,0.999,1.01,0.9944,1.0
TUSD,2019-06-03,1.0,1.01,0.9934,0.9977
TUSD,2019-06-04,0.9982,1.02,0.9824,1.01
TUSD,2019-06-05,1.01,1.01,0.9952,0.9994
TUSD,2019-06-06,0.9994,1.01,0.9958,1.0
TUSD,2019-06-07,0.9994,1.01,0.9901,1.0
TUSD,2019-06-08,1.0,1.0,0.9901,0.9993
TUSD,2019-06-09,0.9993,1.0,0.9901,0.9991
TUSD,2019-06-10,0.9991,1.01,0.9901,0.995
TUSD,2019-06-11,0.995,1.009,0.9939,0.998
TUSD,2019-06-12,0.998,1.005,0.9911,1.001
TUSD,2019-06-13,1.0,1.007,0.9941,0.998
TUSD,2019-06-14,0.998,1.004,0.9821,0.993
TUSD,2019-06-15,0.993,1.005,0.993,1.0
TUSD,2019-06-16,1.0,1.006,0.9901,0.999
TUSD,2019-06-17,0.999,1.006,0.9948,0.9989
TUSD,2019-06-18,0.9988,1.006,0.9953,0.998
TUSD,2019-06-19,0.9981,1.004,0.9954,0.997
TUSD,2019-06-20,0.997,1.005,0.995,1.001
TUSD,2019-06-21,1.001,1.006,0.9922,1.002
TUSD,2019-06-22,1.002,1.004,0.9921,1.001
TUSD,2019-06-23,1.001,1.011,0.994,0.9995
TUSD,2019-06-24,0.9995,1.009,0.992,0.9989
TUSD,2019-06-25,0.9988,1.008,0.9944,1.007
TUSD,2019-06-26,1.007,1.024,0.9911,1.014
TUSD,2019-06-27,1.014,1.028,0.9836,1.015
TUSD,2019-06-28,1.015,1.028,1.002,1.005
TUSD,2019-06-29,1.005,1.012,1.002,1.005
TUSD,2019-06-30,1.005,1.013,1.004,1.008
TUSD,2019-07-01,1.008,1.013,1.004,1.006
TUSD,2019-07-02,1.006,1.01,0.997,1.001
TUSD,2019-07-03,1.001,1.003,0.996,0.999
TUSD,2019-07-04,0.999,1.002,0.994,0.998
TUSD,2019-07-05,0.998,1.007,0.997,1.0
TUSD,2019-07-06,1.0,1.005,0.993,1.0
TUSD,2019-07-07,1.0,1.002,0.993,0.994
TUSD,2019-07-08,0.994,1.001,0.9911,1.0
TUSD,2019-07-09,1.0,1.004,0.9901,0.998
TUSD,2019-07-10,0.998,1.004,0.996,1.001
TUSD,2019-07-11,1.001,1.005,0.996,1.002
TUSD,2019-07-12,1.002,1.004,0.996,0.998
TUSD,2019-07-13,0.998,1.004,0.997,1.003
TUSD,2019-07-14,1.003,1.005,0.9971,1.0
TUSD,2019-07-15,1.0,1.005,0.998,1.0
TUSD,2019-07-16,1.0,1.006,0.998,1.002
TUSD,2019-07-17,1.002,1.005,0.998,0.999
TUSD,2019-07-18,0.999,1.001,0.9911,0.997
TUSD,2019-07-19,0.997,1.0,0.996,0.999
TUSD,2019-07-20,0.999,1.002,0.995,0.998
TUSD,2019-07-21,0.998,1.0,0.997,1.0
TUSD,2019-07-22,1.0,1.006,0.9848,1.003
TUSD,2019-07-23,1.003,1.007,0.9976,0.9999
TUSD,2019-07-24,0.9999,1.008,0.9943,1.002
TUSD,2019-07-25,1.002,1.01,0.9946,1.0
TUSD,2019-07-26,1.0,1.001,0.998,0.999
TUSD,2019-07-27,0.999,1.004,0.9857,1.002
TUSD,2019-07-28,1.002,1.004,0.9973,0.9999
TUSD,2019-07-29,0.9999,1.009,0.9942,1.002
TUSD,2019-07-30,1.002,1.005,0.996,0.998
TUSD,2019-07-31,0.998,1.002,0.997,0.998
TUSD,2019-08-01,0.998,1.003,0.997,0.999
TUSD,2019-08-02,0.999,1.002,0.9972,1.0
TUSD,2019-08-03,1.0,1.004,0.997,0.997
TUSD,2019-08-04,0.997,1.005,0.9964,0.9995
TUSD,2019-08-05,0.9994,1.007,0.995,1.0
TUSD,2019-08-06,1.0,1.005,0.9945,1.001
TUSD,2019-08-07,1.001,1.007,0.9962,1.0
TUSD,2019-08-08,1.0,1.003,0.9978,1.002
TUSD,2019-08-09,1.002,1.004,0.9969,1.003
TUSD,2019-08-10,1.003,1.006,0.9978,1.002
TUSD,2019-08-11,1.002,1.005,0.9959,1.0
TUSD,2019-08-12,1.0,1.004,0.9964,1.002
TUSD,2019-08-13,1.002,1.012,0.9949,1.003
TUSD,2019-08-14,1.003,1.007,0.9852,1.003
TUSD,2019-08-15,1.003,1.008,0.9942,1.002
TUSD,2019-08-16,1.002,1.006,0.9966,1.001
TUSD,2019-08-17,1.001,1.005,0.995,1.001
TUSD,2019-08-18,1.001,1.013,0.9972,1.001
TUSD,2019-08-19,1.001,1.005,0.9949,0.9999
TUSD,2019-08-20,0.9995,1.004,0.996,1.002
TUSD,2019-08-21,1.002,1.007,0.9914,1.002
TUSD,2019-08-22,1.002,1.008,0.993,1.0
TUSD,2019-08-23,1.0,1.009,0.9963,1.0
TUSD,2019-08-24,1.0,1.005,0.998,1.0
TUSD,2019-08-25,1.0,1.006,0.9959,1.002
TUSD,2019-08-26,0.9996,1.01,0.994,1.001
TUSD,2019-08-27,1.001,1.01,0.9967,1.0
TUSD,2019-08-28,1.0,1.024,0.9867,1.003
TUSD,2019-08-29,1.003,1.013,0.9959,1.001
TUSD,2019-08-30,1.001,1.007,0.9951,0.9983
TUSD,2019-08-31,1.0,1.009,0.9954,1.003
TUSD,2019-09-01,1.002,1.006,0.9975,1.003
TUSD,2019-09-02,1.003,1.008,0.9968,1.001
TUSD,2019-09-03,1.002,1.073,0.998,0.9993
TUSD,2019-09-04,1.002,1.047,0.9907,1.002
TUSD,2019-09-05,1.0,1.014,0.9927,0.9999
TUSD,2019-09-06,1.0,1.01,0.993,0.999
TUSD,2019-09-07,0.999,1.011,0.9953,0.9991
TUSD,2019-09-08,1.0,1.007,0.9958,1.004
TUSD,2019-09-09,1.004,1.011,0.989,0.9987
TUSD,2019-09-10,1.001,1.007,0.9958,1.001
TUSD,2019-09-11,1.001,1.007,0.9946,0.9992
TUSD,2019-09-12,0.9992,1.016,0.9955,1.002
TUSD,2019-09-13,1.002,1.013,0.9973,1.001
TUSD,2019-09-14,1.001,1.007,0.9974,1.002
TUSD,2019-09-15,1.002,1.005,0.9968,1.0
TUSD,2019-09-16,1.0,1.005,0.9941,0.998
TUSD,2019-09-17,0.998,1.005,0.996,0.998
TUSD,2019-09-18,0.998,1.007,0.9946,1.002
TUSD,2019-09-19,1.002,1.007,0.9952,0.999
TUSD,2019-09-20,0.999,1.005,0.997,1.0
TUSD,2019-09-21,1.0,1.007,0.9963,0.9979
TUSD,2019-09-22,0.998,1.011,0.9962,1.001
TUSD,2019-09-23,1.002,1.018,0.9954,1.002
TUSD,2019-09-24,1.003,1.015,0.9921,0.998
TUSD,2019-09-25,0.998,1.008,0.9952,1.0
TUSD,2019-09-26,1.0,1.005,0.9957,1.001
TUSD,2019-09-27,1.001,1.007,0.9961,0.999
TUSD,2019-09-28,0.999,1.007,0.9978,0.998
TUSD,2019-09-29,0.998,1.011,0.9929,1.001
TUSD,2019-09-30,1.002,1.007,0.9958,0.999
TUSD,2019-10-01,0.999,1.008,0.9966,1.001
TUSD,2019-10-02,1.001,1.008,0.9955,1.003
TUSD,2019-10-03,1.003,1.007,0.9935,1.001
TUSD,2019-10-04,1.001,1.006,0.9951,1.004
TUSD,2019-10-05,1.004,1.008,0.9973,1.002
TUSD,2019-10-06,1.001,1.008,0.9911,1.001
TUSD,2019-10-07,1.005,1.007,0.9962,1.002
TUSD,2019-10-08,1.002,1.007,0.996,1.002
TUSD,2019-10-09,1.002,1.009,0.9955,0.998
TUSD,2019-10-10,0.998,1.005,0.9958,1.001
TUSD,2019-10-11,1.001,1.009,0.9926,0.999
TUSD,2019-10-12,0.999,1.006,0.9961,1.001
TUSD,2019-10-13,1.001,1.008,0.9969,1.002
TUSD,2019-10-14,1.001,1.004,0.9973,0.9996
TUSD,2019-10-15,0.9995,1.006,0.995,1.001
TUSD,2019-10-16,1.001,1.006,0.9909,1.002
TUSD,2019-10-17,1.002,1.006,0.9979,1.001
TUSD,2019-10-18,1.003,1.007,0.9952,1.004
TUSD,2019-10-19,1.004,1.009,0.998,1.003
TUSD,2019-10-20,1.001,1.009,0.9982,1.002
TUSD,2019-10-21,1.002,1.006,0.9964,1.001
TUSD,2019-10-22,1.001,1.007,0.9977,1.002
TUSD,2019-10-23,1.002,1.008,0.9852,1.0
TUSD,2019-10-24,1.0,1.003,0.998,0.998
TUSD,2019-10-25,0.998,1.008,0.9901,0.997
TUSD,2019-10-26,0.997,1.005,0.9862,0.998
TUSD,2019-10-27,0.998,1.006,0.996,0.997
TUSD,2019-10-28,0.997,1.005,0.995,0.997
TUSD,2019-10-29,0.997,1.008,0.9952,0.998
TUSD,2019-10-30,0.998,1.007,0.9954,0.999
TUSD,2019-10-31,0.999,1.008,0.9963,1.0
TUSD,2019-11-01,1.0,1.006,0.9947,1.001
TUSD,2019-11-02,1.002,1.006,0.9947,1.001
TUSD,2019-11-03,1.001,1.006,0.998,0.999
TUSD,2019-11-04,0.999,1.006,0.996,0.997
TUSD,2019-11-05,0.997,1.004,0.997,0.999
TUSD,2019-11-06,0.999,1.004,0.9957,1.003
TUSD,2019-11-07,1.003,1.004,0.998,1.001
TUSD,2019-11-08,1.001,1.005,0.996,1.001
TUSD,2019-11-09,1.002,1.004,0.9973,1.002
TUSD,2019-11-10,1.003,1.016,0.9955,0.998
TUSD,2019-11-11,0.998,1.004,0.998,1.002
TUSD,2019-11-12,1.001,1.006,0.9959,1.001
TUSD,2019-11-13,1.001,1.006,0.9967,1.002
TUSD,2019-11-14,1.002,1.006,0.9971,1.001
TUSD,2019-11-15,1.001,1.005,0.9945,1.005
TUSD,2019-11-16,1.005,1.005,0.9977,1.002
TUSD,2019-11-17,1.002,1.008,0.9987,1.002
TUSD,2019-11-18,1.002,1.01,0.9969,1.002
TUSD,2019-11-19,1.002,1.006,0.9975,1.002
TUSD,2019-11-20,1.002,1.008,0.9982,1.005
TUSD,2019-11-21,1.005,1.012,0.9859,1.0
TUSD,2019-11-22,1.0,1.005,0.995,0.998
TUSD,2019-11-23,0.998,1.009,0.9956,1.003
TUSD,2019-11-24,1.003,1.009,0.9968,0.999
TUSD,2019-11-25,0.999,1.014,0.997,0.999
TUSD,2019-11-26,0.999,1.009,0.997,1.004
TUSD,2019-11-27,1.002,1.01,0.995,0.999
TUSD,2019-11-28,0.999,1.009,0.997,0.999
TUSD,2019-11-29,0.999,1.007,0.998,1.004
TUSD,2019-11-30,1.002,1.008,0.9975,1.003
TUSD,2019-12-01,1.003,1.009,0.9968,0.999
TUSD,2019-12-02,0.999,1.007,0.999,1.003
TUSD,2019-12-03,1.003,1.007,0.997,1.003
TUSD,2019-12-04,1.003,1.017,0.9937,1.0
TUSD,2019-12-05,1.0,1.009,0.9951,1.002
TUSD,2019-12-06,1.002,1.005,0.997,1.003
TUSD,2019-12-07,1.003,1.005,0.999,1.004
TUSD,2019-12-08,1.004,1.007,0.9983,1.003
TUSD,2019-12-09,1.003,1.006,0.9984,1.002
TUSD,2019-12-10,1.002,1.011,0.998,1.003
TUSD,2019-12-11,1.003,1.009,0.999,1.003
TUSD,2019-12-12,1.003,1.007,0.9901,1.002
TUSD,2019-12-13,1.004,1.006,0.9991,1.002
TUSD,2019-12-14,1.002,1.006,0.9997,1.002
TUSD,2019-12-15,1.004,1.007,1.0,1.003
TUSD,2019-12-16,1.003,1.012,0.9777,1.002
TUSD,2019-12-17,1.003,1.005,0.997,1.001
TUSD,2019-12-18,1.001,1.005,0.997,1.0
TUSD,2019-12-19,1.0,1.008,0.995,0.999
TUSD,2019-12-20,0.999,1.007,0.9932,1.004
TUSD,2019-12-21,1.003,1.008,0.9994,1.004
TUSD,2019-12-22,1.004,1.016,0.998,0.999
TUSD,2019-12-23,0.999,1.005,0.9963,0.999
TUSD,2019-12-24,0.999,1.005,0.9969,1.004
TUSD,2019-12-25,1.004,1.011,0.9948,1.003
TUSD,2019-12-26,1.003,1.008,0.9981,1.003
TUSD,2019-12-27,1.003,1.007,0.9969,1.003
TUSD,2019-12-28,1.003,1.007,0.9987,1.003
TUSD,2019-12-29,1.004,1.008,0.9968,0.9992
TUSD,2019-12-30,0.9992,1.008,0.9969,1.001
TUSD,2019-12-31,1.001,1.007,0.9937,1.003
TUSD,2020-01-01,1.003,1.007,0.999,1.002
TUSD,2020-01-02,1.003,1.008,0.9942,1.005
TUSD,2020-01-03,1.004,1.01,0.999,1.001
TUSD,2020-01-04,1.001,1.008,0.9995,1.004
TUSD,2020-01-05,1.004,1.006,0.9944,1.002
TUSD,2020-01-06,1.004,1.01,0.9961,1.002
TUSD,2020-01-07,1.002,1.006,0.9916,0.999
TUSD,2020-01-08,0.999,1.003,0.9974,1.002
TUSD,2020-01-09,1.002,1.006,0.9936,1.0
TUSD,2020-01-10,1.0,1.006,0.9922,1.001
TUSD,2020-01-11,1.001,1.009,0.9934,1.0
TUSD,2020-01-12,1.002,1.008,0.9963,1.002
TUSD,2020-01-13,1.002,1.006,0.9943,0.9997
TUSD,2020-01-14,1.002,1.006,0.9946,1.0
TUSD,2020-01-15,1.0,1.005,0.9929,1.001
TUSD,2020-01-16,1.001,1.006,0.9958,1.002
TUSD,2020-01-17,1.002,1.009,0.991,0.9995
TUSD,2020-01-18,0.9994,1.005,0.9888,1.001
TUSD,2020-01-19,1.002,1.006,0.9946,1.0
TUSD,2020-01-20,1.0,1.007,0.9958,1.001
TUSD,2020-01-21,1.0,1.006,0.9966,1.002
TUSD,2020-01-22,1.001,1.005,0.9968,1.002
TUSD,2020-01-23,1.002,1.005,0.9983,1.003
TUSD,2020-01-24,1.003,1.005,0.9978,1.002
TUSD,2020-01-25,1.002,1.006,0.9961,1.002
TUSD,2020-01-26,1.001,1.006,0.9959,1.002
TUSD,2020-01-27,1.002,1.006,0.9954,1.002
TUSD,2020-01-28,1.002,1.005,0.9954,1.001
TUSD,2020-01-29,1.001,1.005,0.993,1.001
TUSD,2020-01-30,1.001,1.005,0.9973,1.002
TUSD,2020-01-31,1.002,1.004,0.9977,1.002
TUSD,2020-02-01,1.002,1.006,0.9969,1.002
TUSD,2020-02-02,1.002,1.005,0.9978,1.001
TUSD,2020-02-03,1.001,1.006,0.9979,1.002
TUSD,2020-02-04,1.002,1.006,0.9967,1.001
TUSD,2020-02-05,1.001,1.004,0.998,0.998
TUSD,2020-02-06,0.998,1.004,0.9964,1.002
TUSD,2020-02-07,1.002,1.007,0.9957,1.001
TUSD,2020-02-08,1.001,1.006,0.9942,0.999
TUSD,2020-02-09,0.999,1.002,0.9973,1.002
TUSD,2020-02-10,1.002,1.003,0.9962,1.0
TUSD,2020-02-11,1.0,1.005,0.993,0.997
TUSD,2020-02-12,0.997,1.002,0.994,0.998
TUSD,2020-02-13,0.998,1.004,0.9953,1.001
TUSD,2020-02-14,1.001,1.003,0.9954,1.0
TUSD,2020-02-15,1.0,1.005,0.9954,1.001
TUSD,2020-02-16,1.001,1.003,0.996,0.999
TUSD,2020-02-17,0.999,1.004,0.9956,0.999
TUSD,2020-02-18,0.999,1.006,0.9958,0.997
TUSD,2020-02-19,0.997,1.004,0.996,0.999
TUSD,2020-02-20,0.999,1.004,0.995,0.999
TUSD,2020-02-21,0.999,1.006,0.9956,1.0
TUSD,2020-02-22,1.0,1.005,0.9947,1.001
TUSD,2020-02-23,1.001,1.004,0.9949,0.997
TUSD,2020-02-24,0.997,1.004,0.993,1.0
TUSD,2020-02-25,1.0,1.004,0.997,1.0
TUSD,2020-02-26,1.0,1.003,0.9977,1.0
TUSD,2020-02-27,0.9993,1.007,0.9961,1.0
TUSD,2020-02-28,1.0,1.002,0.997,0.999
TUSD,2020-02-29,0.999,1.007,0.9962,1.003
TUSD,2020-03-01,1.004,1.008,0.9956,1.001
TUSD,2020-03-02,1.001,1.007,0.9967,1.001
TUSD,2020-03-03,0.999,1.004,0.9979,1.0
TUSD,2020-03-04,1.0,1.004,0.9922,1.003
TUSD,2020-03-05,1.003,1.005,0.9975,0.999
TUSD,2020-03-06,0.999,1.005,0.9972,1.0
TUSD,2020-03-07,1.001,1.007,0.993,0.999
TUSD,2020-03-08,0.999,1.004,0.997,0.999
TUSD,2020-03-09,0.999,1.003,0.998,1.001
TUSD,2020-03-10,1.001,1.003,0.997,0.999
TUSD,2020-03-11,0.999,1.015,0.995,1.001
TUSD,2020-03-12,1.001,1.051,0.9872,1.006
TUSD,2020-03-13,1.006,1.04,0.9862,0.994
TUSD,2020-03-14,0.994,1.011,0.9901,0.999
TUSD,2020-03-15,0.999,1.005,0.993,1.001
TUSD,2020-03-16,1.001,1.016,0.9921,1.0
TUSD,2020-03-17,1.0,1.009,0.993,0.996
TUSD,2020-03-18,0.996,1.008,0.995,0.996
TUSD,2020-03-19,0.996,1.003,0.9901,0.9992
TUSD,2020-03-20,0.9992,1.005,0.993,1.0
TUSD,2020-03-21,1.001,1.009,0.9919,1.001
TUSD,2020-03-22,1.001,1.011,0.9895,0.9998
TUSD,2020-03-23,0.9998,1.017,0.9879,1.002
TUSD,2020-03-24,0.9998,1.008,0.993,1.001
TUSD,2020-03-25,0.997,1.006,0.994,0.998
TUSD,2020-03-26,0.998,1.003,0.9956,0.996
TUSD,2020-03-27,0.996,1.003,0.9956,1.0
TUSD,2020-03-28,1.001,1.002,0.994,0.998
TUSD,2020-03-29,0.998,1.002,0.997,0.999
TUSD,2020-03-30,0.999,1.002,0.995,0.998
TUSD,2020-03-31,0.998,1.004,0.9967,0.998
TUSD,2020-04-01,0.9988,1.007,0.9819,0.999
TUSD,2020-04-02,0.999,1.002,0.996,1.0
TUSD,2020-04-03,1.0,1.004,0.997,0.999
TUSD,2020-04-04,0.999,1.007,0.9904,1.0
TUSD,2020-04-05,1.0,1.006,0.9953,1.001
